probeset,hgnc
DCDC2B|149069,DCDC2B
DCHS1|8642,DCHS1
DCHS2|54798,DCHS2
DCI|1632,DCI
DCK|1633,DCK
DCLK1|9201,DCLK1
DCLK2|166614,DCLK2
DCLK3|85443,DCLK3
DCLRE1A|9937,DCLRE1A
DCLRE1B|64858,DCLRE1B
DCLRE1C|64421,DCLRE1C
DCN|1634,DCN
DCP1A|55802,DCP1A
DCP1B|196513,DCP1B
DCP2|167227,DCP2
DCPS|28960,DCPS
DCST1|149095,DCST1
DCST2|127579,DCST2
DCT|1638,DCT
DCTD|1635,DCTD
DCTN1|1639,DCTN1
DCTN2|10540,DCTN2
DCTN3|11258,DCTN3
DCTN4|51164,DCTN4
DCTN5|84516,DCTN5
DCTN6|10671,DCTN6
DCTPP1|79077,DCTPP1
DCUN1D1|54165,DCUN1D1
DCUN1D2|55208,DCUN1D2
DCUN1D3|123879,DCUN1D3
DCUN1D4|23142,DCUN1D4
DCUN1D5|84259,DCUN1D5
DCX|1641,DCX
DCXR|51181,DCXR
DDA1|79016,DDA1
DDAH1|23576,DDAH1
DDAH2|23564,DDAH2
DDB1|1642,DDB1
DDB2|1643,DDB2
DDC|1644,DDC
DDHD1|80821,DDHD1
DDHD2|23259,DDHD2
DDI1|414301,DDI1
DDI2|84301,DDI2
DDIT3|1649,DDIT3
DDIT4|54541,DDIT4
DDIT4L|115265,DDIT4L
DDN|23109,DDN
DDO|8528,DDO
DDOST|1650,DDOST
DDR1|780,DDR1
DDR2|4921,DDR2
DDRGK1|65992,DDRGK1
DDT|1652,DDT
DDTL|100037417,DDTL
DDX1|1653,DDX1
DDX10|1662,DDX10
DDX11|1663,DDX11
DDX11L2|84771,DDX11L2
DDX12|440081,DDX12
DDX17|10521,DDX17
DDX18|8886,DDX18
DDX19A|55308,DDX19A
DDX19B|11269,DDX19B
DDX20|11218,DDX20
DDX21|9188,DDX21
DDX23|9416,DDX23
DDX24|57062,DDX24
DDX25|29118,DDX25
DDX26B|203522,DDX26B
DDX27|55661,DDX27
DDX28|55794,DDX28
DDX31|64794,DDX31
DDX39|10212,DDX39
DDX3X|1654,DDX3X
DDX3Y|8653,DDX3Y
DDX4|54514,DDX4
DDX41|51428,DDX41
DDX42|11325,DDX42
DDX43|55510,DDX43
DDX46|9879,DDX46
DDX47|51202,DDX47
DDX49|54555,DDX49
DDX5|1655,DDX5
DDX50|79009,DDX50
DDX51|317781,DDX51
DDX52|11056,DDX52
DDX53|168400,DDX53
DDX54|79039,DDX54
DDX55|57696,DDX55
DDX56|54606,DDX56
DDX58|23586,DDX58
DDX59|83479,DDX59
DDX6|1656,DDX6
DDX60|55601,DDX60
DDX60L|91351,DDX60L
DEAF1|10522,DEAF1
DEC1|50514,DEC1
DECR1|1666,DECR1
DECR2|26063,DECR2
DEDD|9191,DEDD
DEDD2|162989,DEDD2
DEF6|50619,DEF6
DEF8|54849,DEF8
DEFA1B|728358,DEFA1B
DEFA4|1669,DEFA4
DEFA5|1670,DEFA5
DEFA6|1671,DEFA6
DEFB1|1672,DEFB1
DEFB103B|414325,DEFB103B
DEFB104A|140596,DEFB104A
DEFB105A|245908,DEFB105A
DEFB106A|245909,DEFB106A
DEFB107A|245910,DEFB107A
DEFB108B|245911,DEFB108B
DEFB109P1|245912,DEFB109P1
DEFB109P1B|641517,DEFB109P1B
DEFB110|245913,DEFB110
DEFB112|245915,DEFB112
DEFB113|245927,DEFB113
DEFB114|245928,DEFB114
DEFB115|245929,DEFB115
DEFB116|245930,DEFB116
DEFB118|117285,DEFB118
DEFB119|245932,DEFB119
DEFB121|245934,DEFB121
DEFB122|245935,DEFB122
DEFB123|245936,DEFB123
DEFB124|245937,DEFB124
DEFB125|245938,DEFB125
DEFB126|81623,DEFB126
DEFB127|140850,DEFB127
DEFB128|245939,DEFB128
DEFB129|140881,DEFB129
DEFB130|245940,DEFB130
DEFB131|644414,DEFB131
DEFB132|400830,DEFB132
DEFB134|613211,DEFB134
DEFB135|613209,DEFB135
DEFB136|613210,DEFB136
DEFB4A|1673,DEFB4A
DEGS1|8560,DEGS1
DEGS2|123099,DEGS2
DEK|7913,DEK
DEM1|64789,DEM1
DENND1A|57706,DENND1A
DENND1B|163486,DENND1B
DENND1C|79958,DENND1C
DENND2A|27147,DENND2A
DENND2C|163259,DENND2C
DENND2D|79961,DENND2D
DENND3|22898,DENND3
DENND4A|10260,DENND4A
DENND4B|9909,DENND4B
DENND4C|55667,DENND4C
DENND5A|23258,DENND5A
DENND5B|160518,DENND5B
DENR|8562,DENR
DEPDC1|55635,DEPDC1
DEPDC1B|55789,DEPDC1B
DEPDC4|120863,DEPDC4
DEPDC5|9681,DEPDC5
DEPDC6|64798,DEPDC6
DEPDC7|91614,DEPDC7
DERA|51071,DERA
DERL1|79139,DERL1
DERL2|51009,DERL2
DERL3|91319,DERL3
DES|1674,DES
DET1|55070,DET1
DEXI|28955,DEXI
DFFA|1676,DFFA
DFFB|1677,DFFB
DFNA5|1687,DFNA5
DFNB31|25861,DFNB31
DFNB59|494513,DFNB59
DGAT1|8694,DGAT1
DGAT2|84649,DGAT2
DGAT2L6|347516,DGAT2L6
DGCR10|26222,DGCR10
DGCR11|25786,DGCR11
DGCR14|8220,DGCR14
DGCR2|9993,DGCR2
DGCR5|26220,DGCR5
DGCR6|8214,DGCR6
DGCR6L|85359,DGCR6L
DGCR8|54487,DGCR8
DGCR9|25787,DGCR9
DGKA|1606,DGKA
DGKB|1607,DGKB
DGKD|8527,DGKD
DGKE|8526,DGKE
DGKG|1608,DGKG
DGKH|160851,DGKH
DGKI|9162,DGKI
DGKK|139189,DGKK
DGKQ|1609,DGKQ
DGKZ|8525,DGKZ
DGUOK|1716,DGUOK
DHCR24|1718,DHCR24
DHCR7|1717,DHCR7
DHDDS|79947,DHDDS
DHDH|27294,DHDH
DHDPSL|112817,DHDPSL
DHFR|1719,DHFR
DHFRL1|200895,DHFRL1
DHH|50846,DHH
DHODH|1723,DHODH
DHPS|1725,DHPS
DHRS1|115817,DHRS1
DHRS11|79154,DHRS11
DHRS12|79758,DHRS12
DHRS13|147015,DHRS13
DHRS2|10202,DHRS2
DHRS3|9249,DHRS3
DHRS4|10901,DHRS4
DHRS4L1|728635,DHRS4L1
DHRS4L2|317749,DHRS4L2
DHRS7|51635,DHRS7
DHRS7B|25979,DHRS7B
DHRS7C|201140,DHRS7C
DHRS9|10170,DHRS9
DHRSX|207063,DHRSX
DHTKD1|55526,DHTKD1
DHX15|1665,DHX15
DHX16|8449,DHX16
DHX29|54505,DHX29
DHX30|22907,DHX30
DHX32|55760,DHX32
DHX33|56919,DHX33
DHX34|9704,DHX34
DHX35|60625,DHX35
DHX36|170506,DHX36
DHX37|57647,DHX37
DHX38|9785,DHX38
DHX40|79665,DHX40
DHX40P1|653645,DHX40P1
DHX57|90957,DHX57
DHX58|79132,DHX58
DHX8|1659,DHX8
DHX9|1660,DHX9
DIABLO|56616,DIABLO
DIAPH1|1729,DIAPH1
DIAPH2|1730,DIAPH2
DIAPH3|81624,DIAPH3
DICER1|23405,DICER1
DIDO1|11083,DIDO1
DIMT1L|27292,DIMT1L
DIO1|1733,DIO1
DIO2|1734,DIO2
DIO3|1735,DIO3
DIO3OS|64150,DIO3OS
DIP2A|23181,DIP2A
DIP2B|57609,DIP2B
DIP2C|22982,DIP2C
DIRAS1|148252,DIRAS1
DIRAS2|54769,DIRAS2
DIRAS3|9077,DIRAS3
DIRC1|116093,DIRC1
DIRC2|84925,DIRC2
DIRC3|729582,DIRC3
DIS3|22894,DIS3
DIS3L|115752,DIS3L
DIS3L2|129563,DIS3L2
DISC1|27185,DISC1
DISC2|27184,DISC2
DISP1|84976,DISP1
DISP2|85455,DISP2
DIXDC1|85458,DIXDC1
DKC1|1736,DKC1
DKFZP434H168|26077,DKFZP434H168
DKFZp434J0226|93429,DKFZp434J0226
DKFZP434K028|26070,DKFZP434K028
DKFZP434L187|26082,DKFZP434L187
DKFZp434L192|222029,DKFZp434L192
DKFZp566F0947|94023,DKFZp566F0947
DKFZP586I1420|222161,DKFZP586I1420
DKFZp686A1627|266695,DKFZp686A1627
DKFZP686I15217|401232,DKFZP686I15217
DKFZp686O24166|374383,DKFZp686O24166
DKFZp761E198|91056,DKFZp761E198
DKFZp779M0652|374387,DKFZp779M0652
DKK1|22943,DKK1
DKK2|27123,DKK2
DKK3|27122,DKK3
DKK4|27121,DKK4
DKKL1|27120,DKKL1
DLAT|1737,DLAT
DLC1|10395,DLC1
DLD|1738,DLD
DLEC1|9940,DLEC1
DLEU1|10301,DLEU1
DLEU2|8847,DLEU2
DLEU2L|79469,DLEU2L
DLEU7|220107,DLEU7
DLG1|1739,DLG1
DLG2|1740,DLG2
DLG3|1741,DLG3
DLG4|1742,DLG4
DLG5|9231,DLG5
DLGAP1|9229,DLGAP1
DLGAP2|9228,DLGAP2
DLGAP3|58512,DLGAP3
DLGAP4|22839,DLGAP4
DLGAP5|9787,DLGAP5
DLK1|8788,DLK1
DLK2|65989,DLK2
DLL1|28514,DLL1
DLL3|10683,DLL3
DLL4|54567,DLL4
DLST|1743,DLST
DLX1|1745,DLX1
DLX2|1746,DLX2
DLX3|1747,DLX3
DLX4|1748,DLX4
DLX5|1749,DLX5
DLX6|1750,DLX6
DLX6AS|285987,DLX6AS
DMAP1|55929,DMAP1
DMBT1|1755,DMBT1
DMBX1|127343,DMBX1
DMC1|11144,DMC1
DMD|1756,DMD
DMGDH|29958,DMGDH
DMKN|93099,DMKN
DMP1|1758,DMP1
DMPK|1760,DMPK
DMRT1|1761,DMRT1
DMRT2|10655,DMRT2
DMRT3|58524,DMRT3
DMRTA1|63951,DMRTA1
DMRTA2|63950,DMRTA2
DMRTB1|63948,DMRTB1
DMRTC1|63947,DMRTC1
DMRTC1B|728656,DMRTC1B
DMRTC2|63946,DMRTC2
DMTF1|9988,DMTF1
DMWD|1762,DMWD
DMXL1|1657,DMXL1
DMXL2|23312,DMXL2
DNA2|1763,DNA2
DNAH1|25981,DNAH1
DNAH10|196385,DNAH10
DNAH11|8701,DNAH11
DNAH12|201625,DNAH12
DNAH14|127602,DNAH14
DNAH17|8632,DNAH17
DNAH2|146754,DNAH2
DNAH3|55567,DNAH3
DNAH5|1767,DNAH5
DNAH6|1768,DNAH6
DNAH7|56171,DNAH7
DNAH8|1769,DNAH8
DNAH9|1770,DNAH9
DNAI1|27019,DNAI1
DNAI2|64446,DNAI2
DNAJA1|3301,DNAJA1
DNAJA2|10294,DNAJA2
DNAJA3|9093,DNAJA3
DNAJA4|55466,DNAJA4
DNAJB1|3337,DNAJB1
DNAJB11|51726,DNAJB11
DNAJB12|54788,DNAJB12
DNAJB13|374407,DNAJB13
DNAJB14|79982,DNAJB14
DNAJB2|3300,DNAJB2
DNAJB3|414061,DNAJB3
DNAJB4|11080,DNAJB4
DNAJB5|25822,DNAJB5
DNAJB6|10049,DNAJB6
DNAJB7|150353,DNAJB7
DNAJB8|165721,DNAJB8
DNAJB9|4189,DNAJB9
DNAJC1|64215,DNAJC1
DNAJC10|54431,DNAJC10
DNAJC11|55735,DNAJC11
DNAJC12|56521,DNAJC12
DNAJC13|23317,DNAJC13
DNAJC14|85406,DNAJC14
DNAJC15|29103,DNAJC15
DNAJC16|23341,DNAJC16
DNAJC17|55192,DNAJC17
DNAJC18|202052,DNAJC18
DNAJC19|131118,DNAJC19
DNAJC2|27000,DNAJC2
DNAJC21|134218,DNAJC21
DNAJC22|79962,DNAJC22
DNAJC24|120526,DNAJC24
DNAJC25-GNG10|552891,DNAJC25-GNG10
DNAJC25|548645,DNAJC25
DNAJC27|51277,DNAJC27
DNAJC28|54943,DNAJC28
DNAJC3|5611,DNAJC3
DNAJC30|84277,DNAJC30
DNAJC4|3338,DNAJC4
DNAJC5|80331,DNAJC5
DNAJC5B|85479,DNAJC5B
DNAJC5G|285126,DNAJC5G
DNAJC6|9829,DNAJC6
DNAJC7|7266,DNAJC7
DNAJC8|22826,DNAJC8
DNAJC9|23234,DNAJC9
DNAL1|83544,DNAL1
DNAL4|10126,DNAL4
DNALI1|7802,DNALI1
DNASE1|1773,DNASE1
DNASE1L1|1774,DNASE1L1
DNASE1L2|1775,DNASE1L2
DNASE1L3|1776,DNASE1L3
DNASE2|1777,DNASE2
DNASE2B|58511,DNASE2B
DND1|373863,DND1
DNER|92737,DNER
DNHD1|144132,DNHD1
DNLZ|728489,DNLZ
DNM1|1759,DNM1
DNM1L|10059,DNM1L
DNM1P35|100128285,DNM1P35
DNM2|1785,DNM2
DNM3|26052,DNM3
DNMBP|23268,DNMBP
DNMT1|1786,DNMT1
DNMT3A|1788,DNMT3A
DNMT3B|1789,DNMT3B
DNMT3L|29947,DNMT3L
DNPEP|23549,DNPEP
DNTT|1791,DNTT
DNTTIP1|116092,DNTTIP1
DNTTIP2|30836,DNTTIP2
DOC2A|8448,DOC2A
DOC2B|8447,DOC2B
DOCK1|1793,DOCK1
DOCK10|55619,DOCK10
DOCK11|139818,DOCK11
DOCK2|1794,DOCK2
DOCK3|1795,DOCK3
DOCK4|9732,DOCK4
DOCK5|80005,DOCK5
DOCK6|57572,DOCK6
DOCK7|85440,DOCK7
DOCK8|81704,DOCK8
DOCK9|23348,DOCK9
DOHH|83475,DOHH
DOK1|1796,DOK1
DOK2|9046,DOK2
DOK3|79930,DOK3
DOK4|55715,DOK4
DOK5|55816,DOK5
DOK6|220164,DOK6
DOK7|285489,DOK7
DOLK|22845,DOLK
DOLPP1|57171,DOLPP1
DOM3Z|1797,DOM3Z
DONSON|29980,DONSON
DOPEY1|23033,DOPEY1
DOPEY2|9980,DOPEY2
DOT1L|84444,DOT1L
DPAGT1|1798,DPAGT1
DPCD|25911,DPCD
DPCR1|135656,DPCR1
DPEP1|1800,DPEP1
DPEP2|64174,DPEP2
DPEP3|64180,DPEP3
DPF1|8193,DPF1
DPF2|5977,DPF2
DPF3|8110,DPF3
DPH1|1801,DPH1
DPH2|1802,DPH2
DPH3|285381,DPH3
DPH3B|100132911,DPH3B
DPH5|51611,DPH5
DPM1|8813,DPM1
DPM2|8818,DPM2
DPM3|54344,DPM3
DPP10|57628,DPP10
DPP3|10072,DPP3
DPP4|1803,DPP4
DPP6|1804,DPP6
DPP7|29952,DPP7
DPP8|54878,DPP8
DPP9|91039,DPP9
DPPA2|151871,DPPA2
DPPA3|359787,DPPA3
DPPA4|55211,DPPA4
DPPA5|340168,DPPA5
DPRX|503834,DPRX
DPRXP4|503645,DPRXP4
DPT|1805,DPT
DPY19L1|23333,DPY19L1
DPY19L2|283417,DPY19L2
DPY19L2P1|554236,DPY19L2P1
DPY19L2P2|349152,DPY19L2P2
DPY19L2P4|442523,DPY19L2P4
DPY19L3|147991,DPY19L3
DPY19L4|286148,DPY19L4
DPY30|84661,DPY30
DPYD|1806,DPYD
DPYS|1807,DPYS
DPYSL2|1808,DPYSL2
DPYSL3|1809,DPYSL3
DPYSL4|10570,DPYSL4
DPYSL5|56896,DPYSL5
DQX1|165545,DQX1
DR1|1810,DR1
DRAM1|55332,DRAM1
DRAM2|128338,DRAM2
DRAP1|10589,DRAP1
DRD1|1812,DRD1
DRD2|1813,DRD2
DRD3|1814,DRD3
DRD4|1815,DRD4
DRD5|1816,DRD5
DRG1|4733,DRG1
DRG2|1819,DRG2
DRGX|644168,DRGX
DRP2|1821,DRP2
DSC1|1823,DSC1
DSC2|1824,DSC2
DSC3|1825,DSC3
DSCAM|1826,DSCAM
DSCAML1|57453,DSCAML1
DSCC1|79075,DSCC1
DSCR10|259234,DSCR10
DSCR3|10311,DSCR3
DSCR4|10281,DSCR4
DSCR6|53820,DSCR6
DSCR8|84677,DSCR8
DSCR9|257203,DSCR9
DSE|29940,DSE
DSEL|92126,DSEL
DSG1|1828,DSG1
DSG2|1829,DSG2
DSG3|1830,DSG3
DSG4|147409,DSG4
DSN1|79980,DSN1
DSP|1832,DSP
DSPP|1834,DSPP
DST|667,DST
DSTN|11034,DSTN
DSTYK|25778,DSTYK
DTD1|92675,DTD1
DTHD1|401124,DTHD1
DTL|51514,DTL
DTNA|1837,DTNA
DTNB|1838,DTNB
DTNBP1|84062,DTNBP1
DTWD1|56986,DTWD1
DTWD2|285605,DTWD2
DTX1|1840,DTX1
DTX2|113878,DTX2
DTX3|196403,DTX3
DTX3L|151636,DTX3L
DTX4|23220,DTX4
DTYMK|1841,DTYMK
DULLARD|23399,DULLARD
DUOX1|53905,DUOX1
DUOX2|50506,DUOX2
DUOXA1|90527,DUOXA1
DUOXA2|405753,DUOXA2
DUPD1|338599,DUPD1
DUS1L|64118,DUS1L
DUS2L|54920,DUS2L
DUS3L|56931,DUS3L
DUS4L|11062,DUS4L
DUSP1|1843,DUSP1
DUSP10|11221,DUSP10
DUSP11|8446,DUSP11
DUSP12|11266,DUSP12
DUSP13|51207,DUSP13
DUSP14|11072,DUSP14
DUSP15|128853,DUSP15
DUSP16|80824,DUSP16
DUSP18|150290,DUSP18
DUSP19|142679,DUSP19
DUSP2|1844,DUSP2
DUSP21|63904,DUSP21
DUSP22|56940,DUSP22
DUSP23|54935,DUSP23
DUSP26|78986,DUSP26
DUSP27|92235,DUSP27
DUSP28|285193,DUSP28
DUSP3|1845,DUSP3
DUSP4|1846,DUSP4
DUSP5|1847,DUSP5
DUSP5P|574029,DUSP5P
DUSP6|1848,DUSP6
DUSP7|1849,DUSP7
DUSP8|1850,DUSP8
DUSP9|1852,DUSP9
DUT|1854,DUT
DUX4|22947,DUX4
DUXA|503835,DUXA
DVL1|1855,DVL1
DVL2|1856,DVL2
DVL3|1857,DVL3
DVWA|344875,DVWA
DYDC1|143241,DYDC1
DYDC2|84332,DYDC2
DYM|54808,DYM
DYNC1H1|1778,DYNC1H1
DYNC1I1|1780,DYNC1I1
DYNC1I2|1781,DYNC1I2
DYNC1LI1|51143,DYNC1LI1
DYNC1LI2|1783,DYNC1LI2
DYNC2H1|79659,DYNC2H1
DYNC2LI1|51626,DYNC2LI1
DYNLL1|8655,DYNLL1
DYNLL2|140735,DYNLL2
DYNLRB1|83658,DYNLRB1
DYNLRB2|83657,DYNLRB2
DYNLT1|6993,DYNLT1
DYNLT3|6990,DYNLT3
DYRK1A|1859,DYRK1A
DYRK1B|9149,DYRK1B
DYRK2|8445,DYRK2
DYRK3|8444,DYRK3
DYRK4|8798,DYRK4
DYSF|8291,DYSF
DYSFIP1|116729,DYSFIP1
DYTN|391475,DYTN
DYX1C1|161582,DYX1C1
DZIP1|22873,DZIP1
DZIP1L|199221,DZIP1L
DZIP3|9666,DZIP3
E2F1|1869,E2F1
E2F2|1870,E2F2
E2F3|1871,E2F3
E2F4|1874,E2F4
E2F5|1875,E2F5
E2F6|1876,E2F6
E2F7|144455,E2F7
E2F8|79733,E2F8
E4F1|1877,E4F1
EAF1|85403,EAF1
EAF2|55840,EAF2
EAPP|55837,EAPP
EARS2|124454,EARS2
EBAG9|9166,EBAG9
EBF1|1879,EBF1
EBF2|64641,EBF2
EBF3|253738,EBF3
EBF4|57593,EBF4
EBI3|10148,EBI3
EBNA1BP2|10969,EBNA1BP2
EBP|10682,EBP
EBPL|84650,EBPL
ECD|11319,ECD
ECE1|1889,ECE1
ECE2|9718,ECE2
ECEL1|9427,ECEL1
ECH1|1891,ECH1
ECHDC1|55862,ECHDC1
ECHDC2|55268,ECHDC2
ECHDC3|79746,ECHDC3
ECHS1|1892,ECHS1
ECM1|1893,ECM1
ECM2|1842,ECM2
ECSCR|641700,ECSCR
ECSIT|51295,ECSIT
ECT2|1894,ECT2
ECT2L|345930,ECT2L
EDA|1896,EDA
EDA2R|60401,EDA2R
EDAR|10913,EDAR
EDARADD|128178,EDARADD
EDC3|80153,EDC3
EDC4|23644,EDC4
EDDM3A|10876,EDDM3A
EDDM3B|64184,EDDM3B
EDEM1|9695,EDEM1
EDEM2|55741,EDEM2
EDEM3|80267,EDEM3
EDF1|8721,EDF1
EDIL3|10085,EDIL3
EDN1|1906,EDN1
EDN2|1907,EDN2
EDN3|1908,EDN3
EDNRA|1909,EDNRA
EDNRB|1910,EDNRB
EEA1|8411,EEA1
EED|8726,EED
EEF1A1|1915,EEF1A1
EEF1A1P9|441032,EEF1A1P9
EEF1A2|1917,EEF1A2
EEF1B2|1933,EEF1B2
EEF1D|1936,EEF1D
EEF1DP3|196549,EEF1DP3
EEF1E1|9521,EEF1E1
EEF1G|1937,EEF1G
EEF2|1938,EEF2
EEF2K|29904,EEF2K
EEFSEC|60678,EEFSEC
EEPD1|80820,EEPD1
EFCAB1|79645,EFCAB1
EFCAB10|100130771,EFCAB10
EFCAB2|84288,EFCAB2
EFCAB3|146779,EFCAB3
EFCAB4A|283229,EFCAB4A
EFCAB4B|84766,EFCAB4B
EFCAB5|374786,EFCAB5
EFCAB6|64800,EFCAB6
EFCAB7|84455,EFCAB7
EFEMP1|2202,EFEMP1
EFEMP2|30008,EFEMP2
EFHA1|221154,EFHA1
EFHA2|286097,EFHA2
EFHB|151651,EFHB
EFHC1|114327,EFHC1
EFHC2|80258,EFHC2
EFHD1|80303,EFHD1
EFHD2|79180,EFHD2
EFNA1|1942,EFNA1
EFNA2|1943,EFNA2
EFNA3|1944,EFNA3
EFNA4|1945,EFNA4
EFNA5|1946,EFNA5
EFNB1|1947,EFNB1
EFNB2|1948,EFNB2
EFNB3|1949,EFNB3
EFR3A|23167,EFR3A
EFR3B|22979,EFR3B
EFS|10278,EFS
EFTUD1|79631,EFTUD1
EFTUD2|9343,EFTUD2
EGF|1950,EGF
EGFL6|25975,EGFL6
EGFL7|51162,EGFL7
EGFL8|80864,EGFL8
EGFLAM|133584,EGFLAM
EGFR|1956,EGFR
EGLN1|54583,EGLN1
EGLN2|112398,EGLN2
EGLN3|112399,EGLN3
EGOT|100126791,EGOT
EGR1|1958,EGR1
EGR2|1959,EGR2
EGR3|1960,EGR3
EGR4|1961,EGR4
EHBP1|23301,EHBP1
EHBP1L1|254102,EHBP1L1
EHD1|10938,EHD1
EHD2|30846,EHD2
EHD3|30845,EHD3
EHD4|30844,EHD4
EHF|26298,EHF
EHHADH|1962,EHHADH
EHMT1|79813,EHMT1
EHMT2|10919,EHMT2
EI24|9538,EI24
EID1|23741,EID1
EID2|163126,EID2
EID2B|126272,EID2B
EID3|493861,EID3
EIF1|10209,EIF1
EIF1AD|84285,EIF1AD
EIF1AX|1964,EIF1AX
EIF1AY|9086,EIF1AY
EIF1B|10289,EIF1B
EIF2A|83939,EIF2A
EIF2AK1|27102,EIF2AK1
EIF2AK2|5610,EIF2AK2
EIF2AK3|9451,EIF2AK3
EIF2AK4|440275,EIF2AK4
EIF2B1|1967,EIF2B1
EIF2B2|8892,EIF2B2
EIF2B3|8891,EIF2B3
EIF2B4|8890,EIF2B4
EIF2B5|8893,EIF2B5
EIF2C1|26523,EIF2C1
EIF2C2|27161,EIF2C2
EIF2C3|192669,EIF2C3
EIF2C4|192670,EIF2C4
EIF2S1|1965,EIF2S1
EIF2S2|8894,EIF2S2
EIF2S3|1968,EIF2S3
EIF3A|8661,EIF3A
EIF3B|8662,EIF3B
EIF3C|8663,EIF3C
EIF3CL|728689,EIF3CL
EIF3D|8664,EIF3D
EIF3E|3646,EIF3E
EIF3F|8665,EIF3F
EIF3G|8666,EIF3G
EIF3H|8667,EIF3H
EIF3I|8668,EIF3I
EIF3IP1|442720,EIF3IP1
EIF3J|8669,EIF3J
EIF3K|27335,EIF3K
EIF3L|51386,EIF3L
EIF3M|10480,EIF3M
EIF4A1|1973,EIF4A1
EIF4A2|1974,EIF4A2
EIF4A3|9775,EIF4A3
EIF4B|1975,EIF4B
EIF4E|1977,EIF4E
EIF4E1B|253314,EIF4E1B
EIF4E2|9470,EIF4E2
EIF4E3|317649,EIF4E3
EIF4EBP1|1978,EIF4EBP1
EIF4EBP2|1979,EIF4EBP2
EIF4EBP3|8637,EIF4EBP3
EIF4ENIF1|56478,EIF4ENIF1
EIF4G1|1981,EIF4G1
EIF4G2|1982,EIF4G2
EIF4G3|8672,EIF4G3
EIF4H|7458,EIF4H
EIF5|1983,EIF5
EIF5A|1984,EIF5A
EIF5A2|56648,EIF5A2
EIF5AL1|143244,EIF5AL1
EIF5B|9669,EIF5B
EIF6|3692,EIF6
ELAC1|55520,ELAC1
ELAC2|60528,ELAC2
ELANE|1991,ELANE
ELAVL1|1994,ELAVL1
ELAVL2|1993,ELAVL2
ELAVL3|1995,ELAVL3
ELAVL4|1996,ELAVL4
ELF1|1997,ELF1
ELF2|1998,ELF2
ELF3|1999,ELF3
ELF4|2000,ELF4
ELF5|2001,ELF5
ELFN1|392617,ELFN1
ELFN2|114794,ELFN2
ELK1|2002,ELK1
ELK3|2004,ELK3
ELK4|2005,ELK4
ELL|8178,ELL
ELL2|22936,ELL2
ELL3|80237,ELL3
ELMO1|9844,ELMO1
ELMO2|63916,ELMO2
ELMO3|79767,ELMO3
ELMOD1|55531,ELMOD1
ELMOD2|255520,ELMOD2
ELMOD3|84173,ELMOD3
ELN|2006,ELN
ELOF1|84337,ELOF1
ELOVL1|64834,ELOVL1
ELOVL2|54898,ELOVL2
ELOVL3|83401,ELOVL3
ELOVL4|6785,ELOVL4
ELOVL5|60481,ELOVL5
ELOVL6|79071,ELOVL6
ELOVL7|79993,ELOVL7
ELP2|55250,ELP2
ELP2P|100131454,ELP2P
ELP3|55140,ELP3
ELP4|26610,ELP4
ELSPBP1|64100,ELSPBP1
ELTD1|64123,ELTD1
EMB|133418,EMB
EMCN|51705,EMCN
EMD|2010,EMD
EME1|146956,EME1
EME2|197342,EME2
EMG1|10436,EMG1
EMID1|129080,EMID1
EMID2|136227,EMID2
EMILIN1|11117,EMILIN1
EMILIN2|84034,EMILIN2
EMILIN3|90187,EMILIN3
EML1|2009,EML1
EML2|24139,EML2
EML3|256364,EML3
EML4|27436,EML4
EML5|161436,EML5
EML6|400954,EML6
EMP1|2012,EMP1
EMP2|2013,EMP2
EMP3|2014,EMP3
EMR1|2015,EMR1
EMR2|30817,EMR2
EMR3|84658,EMR3
EMR4P|326342,EMR4P
EMX1|2016,EMX1
EMX2|2018,EMX2
EMX2OS|196047,EMX2OS
EN1|2019,EN1
EN2|2020,EN2
ENAH|55740,ENAH
ENAM|10117,ENAM
ENC1|8507,ENC1
ENDOD1|23052,ENDOD1
ENDOG|2021,ENDOG
ENDOU|8909,ENDOU
ENG|2022,ENG
ENGASE|64772,ENGASE
ENHO|375704,ENHO
ENKUR|219670,ENKUR
ENO1|2023,ENO1
ENO2|2026,ENO2
ENO3|2027,ENO3
ENOPH1|58478,ENOPH1
ENOSF1|55556,ENOSF1
ENOX1|55068,ENOX1
ENOX2|10495,ENOX2
ENPEP|2028,ENPEP
ENPP1|5167,ENPP1
ENPP2|5168,ENPP2
ENPP3|5169,ENPP3
ENPP4|22875,ENPP4
ENPP5|59084,ENPP5
ENPP6|133121,ENPP6
ENPP7|339221,ENPP7
ENSA|2029,ENSA
ENTHD1|150350,ENTHD1
ENTPD1|953,ENTPD1
ENTPD2|954,ENTPD2
ENTPD3|956,ENTPD3
ENTPD4|9583,ENTPD4
ENTPD5|957,ENTPD5
ENTPD6|955,ENTPD6
ENTPD7|57089,ENTPD7
ENTPD8|377841,ENTPD8
ENY2|56943,ENY2
EOMES|8320,EOMES
EP300|2033,EP300
EP400|57634,EP400
EP400NL|347918,EP400NL
EPAS1|2034,EPAS1
EPB41|2035,EPB41
EPB41L1|2036,EPB41L1
EPB41L2|2037,EPB41L2
EPB41L3|23136,EPB41L3
EPB41L4A|64097,EPB41L4A
EPB41L4B|54566,EPB41L4B
EPB41L5|57669,EPB41L5
EPB42|2038,EPB42
EPB49|2039,EPB49
EPC1|80314,EPC1
EPC2|26122,EPC2
EPCAM|4072,EPCAM
EPDR1|54749,EPDR1
